Município,Classificação de % em relação a população geral,% em relação a população geral,% em relação a população geral,População,Total Doses Aplicadas D1 + Única
PAULO DE FARIA,322,71,347248577,71,347248577,8959,6392
VIRADOURO,323,71,278329915,71,278329915,19017,13555
TEJUPÁ,324,71,253618348,71,253618348,4491,3200
MARACAÍ,325,71,245369051,71,245369051,14036,10000
CASA BRANCA,326,71,228702490,71,228702490,30520,21739
TORRINHA,327,71,221161496,71,221161496,10056,7162
BRODOWSKI,328,71,203069985,71,203069985,25277,17998
ITIRAPINA,329,71,175286887,71,175286887,18387,13087
MONTEIRO LOBATO,330,71,166950596,71,166950596,4696,3342
RIBEIRÃO PRETO,331,71,133635374,71,133635374,711825,506347
TARUMÃ,332,71,125601001,71,125601001,15183,10799
ITÁPOLIS,333,71,085366135,71,085366135,43331,30802
SARAPUÍ,334,71,077959577,71,077959577,10390,7385
CORDEIRÓPOLIS,335,71,062595666,71,062595666,24826,17642
BORBOREMA,336,71,040584014,71,040584014,16164,11483
POMPÉIA,337,71,026519935,71,026519935,22172,15748
ANHUMAS,338,71,018339768,71,018339768,4144,2943
IBITINGA,339,71,004950495,71,004950495,60600,43029
SÃO BERNARDO DO CAMPO,340,70,996929482,70,996929482,844483,599557
PEDREGULHO,341,70,971387782,70,971387782,16811,11931
RIBEIRÃO BRANCO,342,70,964160138,70,964160138,16211,11504
BURITIZAL,343,70,912715995,70,912715995,4514,3201
PRESIDENTE VENCESLAU,344,70,891544350,70,891544350,39583,28061
SANTANA DE PARNAÍBA,345,70,868089472,70,868089472,142301,100846
CRISTAIS PAULISTA,346,70,830465703,70,830465703,8718,6175
MIRACATU,347,70,798757827,70,798757827,19643,13907
SÃO SIMÃO,348,70,789730257,70,789730257,15385,10891
PIEDADE,349,70,757264773,70,757264773,55542,39300
EMBAÚBA,350,70,722743977,70,722743977,2449,1732
CAMPOS DO JORDÃO,351,70,705085393,70,705085393,52405,37053
BATATAIS,352,70,692283265,70,692283265,62980,44522
GUARARAPES,353,70,688821752,70,688821752,33100,23398
ITAPORANGA,354,70,684768998,70,684768998,15173,10725
ITAPIRAPUÃ PAULISTA,355,70,665417057,70,665417057,4268,3016
IARAS,356,70,663024062,70,663024062,9517,6725
MOGI GUAÇU,357,70,602419086,70,602419086,153033,108045
FRANCA,358,70,589574067,70,589574067,355901,251229
RINÓPOLIS,359,70,565204297,70,565204297,9961,7029
SERRA AZUL,360,70,549362526,70,549362526,14981,10569
TUIUTI,361,70,531747169,70,531747169,6977,4921
FRANCO DA ROCHA,362,70,524371853,70,524371853,156492,110365
CAPÃO BONITO,363,70,497474426,70,497474426,47118,33217
CORUMBATAÍ,364,70,447834646,70,447834646,4064,2863
CÂNDIDO MOTA,365,70,436419320,70,436419320,31346,22079
ROSEIRA,366,70,419405611,70,419405611,10801,7606
UBATUBA,367,70,412963931,70,412963931,91824,64656
QUEIROZ,368,70,404624277,70,404624277,3460,2436
CACONDE,369,70,340365090,70,340365090,19009,13371
PATROCÍNIO PAULISTA,370,70,311339231,70,311339231,14807,10411
CERQUILHO,371,70,300389543,70,300389543,49802,35011
INÚBIA PAULISTA,372,70,291117193,70,291117193,4019,2825
NUPORANGA,373,70,286172773,70,286172773,7478,5256
SANTA ADÉLIA,374,70,265407108,70,265407108,15561,10934
PRAIA GRANDE,375,70,262509634,70,262509634,330845,232460
AREIAS,376,70,251540041,70,251540041,3896,2737
ITAPETININGA,377,70,249386803,70,249386803,165526,116281
BANANAL,378,70,235604476,70,235604476,10993,7721
PARAIBUNA,379,70,218474511,70,218474511,18263,12824
TAPIRAÍ,380,70,216327582,70,216327582,7766,5453
BRAÚNA,381,70,127155548,70,127155548,5741,4026
HORTOLÂNDIA,382,70,023350223,70,023350223,234259,164036
PARANAPANEMA,383,69,968129443,69,968129443,20395,14270
SALES OLIVEIRA,384,69,961660277,69,961660277,11998,8394
QUATÁ,385,69,950738916,69,950738916,14210,9940
APARECIDA,386,69,943346691,69,943346691,36185,25309
IACANGA,387,69,885309496,69,885309496,11858,8287
BURI,388,69,867267719,69,867267719,19965,13949
PARAGUAÇU PAULISTA,389,69,857438241,69,857438241,45945,32096
LEME,390,69,795679758,69,795679758,104346,72829
IGARAÇU DO TIETÊ,391,69,760394359,69,760394359,24749,17265
PEDREIRA,392,69,745991788,69,745991788,48463,33801
CAJATI,393,69,740998105,69,740998105,28494,19872
SANTA ROSA DE VITERBO,394,69,734235413,69,734235413,26753,18656
VALPARAÍSO,395,69,726344046,69,726344046,26822,18702
TEODORO SAMPAIO,396,69,677308469,69,677308469,23273,16216
SANTA BÁRBARA D'OESTE,397,69,598744791,69,598744791,194390,135293
TAMBAÚ,398,69,563533058,69,563533058,23232,16161
JACAREÍ,399,69,533506644,69,533506644,235416,163693
CONCHAL,400,69,518622007,69,518622007,28273,19655
NHANDEARA,401,69,497701050,69,497701050,11527,8011
CAMPOS NOVOS PAULISTA,402,69,421652992,69,421652992,4997,3469
PAULÍNIA,403,69,402605287,69,402605287,112003,77733
SÃO PEDRO DO TURVO,404,69,399688150,69,399688150,7696,5341
BARUERI,405,69,334830422,69,334830422,276982,192045
CANITAR,406,69,274376417,69,274376417,5292,3666
MONGAGUÁ,407,69,266930336,69,266930336,57648,39931
RIOLÂNDIA,408,69,201670738,69,201670738,12689,8781
TAIAÇU,409,69,193037975,69,193037975,6320,4373
DIADEMA,410,69,175901040,69,175901040,426757,295213
LORENA,411,69,165778401,69,165778401,89125,61644
CHARQUEADA,412,69,159900962,69,159900962,17367,12011
ALAMBARI,413,69,130363844,69,130363844,6129,4237
SALMOURÃO,414,69,121229155,69,121229155,5337,3689
TIETÊ,415,69,094715055,69,094715055,42517,29377
ITAPUÍ,416,69,081784124,69,081784124,14147,9773
GLICÉRIO,417,69,061917581,69,061917581,4829,3335
CARDOSO,418,69,050125516,69,050125516,12349,8527
CONCHAS,419,69,032687719,69,032687719,18019,12439
PORTO FERREIRA,420,69,007503894,69,007503894,56504,38992
NOVA ODESSA,421,68,990747424,68,990747424,60956,42054
JÚLIO MESQUITA,422,68,9375,68,9375,4800,3309
DOBRADA,423,68,901220866,68,901220866,9010,6208
BEBEDOURO,424,68,900780092,68,900780092,77555,53436
ITUVERAVA,425,68,873825663,68,873825663,42045,28958
BOCAINA,426,68,824285255,68,824285255,12452,8570
BOREBI,427,68,803578084,68,803578084,2683,1846
PARAÍSO,428,68,796182266,68,796182266,6496,4469
SALTO GRANDE,429,68,784707390,68,784707390,9364,6441
SANTA BRANCA,430,68,755468803,68,755468803,14857,10215
RUBIÁCEA,431,68,753953194,68,753953194,3162,2174
SALTO DE PIRAPORA,432,68,750545137,68,750545137,45860,31529
JOÃO RAMALHO,433,68,732146781,68,732146781,4551,3128
PIACATU,434,68,714806227,68,714806227,6038,4149
OURINHOS,435,68,713271303,68,713271303,114352,78575
CAIABU,436,68,685905080,68,685905080,4193,2880
AVAÍ,437,68,653421634,68,653421634,5436,3732
ARAÇOIABA DA SERRA,438,68,642167012,68,642167012,34776,23871
PIQUEROBI,439,68,640173020,68,640173020,3699,2539
ITAJU,440,68,639053254,68,639053254,3887,2668
SANTO ANASTÁCIO,441,68,633183169,68,633183169,20866,14321
BIRIGUI,442,68,574585812,68,574585812,124883,85638
MINEIROS DO TIETÊ,443,68,548511492,68,548511492,12966,8888
SÃO JOAQUIM DA BARRA,444,68,479902139,68,479902139,52319,35828
CAJOBI,445,68,478671197,68,478671197,10596,7256
IRACEMÁPOLIS,446,68,473226619,68,473226619,24614,16854
RIBEIRÃO PIRES,447,68,462213774,68,462213774,124159,85002
MACAUBAL,448,68,442371425,68,442371425,8147,5576
JUQUIÁ,449,68,404744097,68,404744097,18718,12804
TACIBA,450,68,399431190,68,399431190,6329,4329
CARAPICUÍBA,451,68,370938259,68,370938259,403183,275660
NIPOÃ,452,68,365420914,68,365420914,5298,3622
ARTUR NOGUEIRA,453,68,341163715,68,341163715,55340,37820
SANTO ANTÔNIO DO ARACANGUÁ,454,68,329206462,68,329206462,8481,5795
GUARANTÃ,455,68,314606742,68,314606742,6675,4560
IGUAPE,456,68,304882378,68,304882378,30989,21167
BARRA DO TURVO,457,68,291404612,68,291404612,7632,5212
CAMPINAS,458,68,287894466,68,287894466,1213792,828873
PINDAMONHANGABA,459,68,278160487,68,278160487,170132,116163
SÃO PEDRO,460,68,268482490,68,268482490,35980,24563
LOUVEIRA,461,68,231552417,68,231552417,49993,34111
CAFELÂNDIA,462,68,217228045,68,217228045,17843,12172
BOITUVA,463,68,214572945,68,214572945,62170,42409
ALVINLÂNDIA,464,68,211306766,68,211306766,3237,2208
CASTILHO,465,68,190153759,68,190153759,21267,14502
MARABÁ PAULISTA,466,68,174176194,68,174176194,5948,4055
MONTE APRAZÍVEL,467,68,170890316,68,170890316,25373,17297
PERUÍBE,468,68,162780250,68,162780250,69001,47033
PIRAPORA DO BOM JESUS,469,68,088434665,68,088434665,19178,13058
QUADRA,470,67,955371043,67,955371043,3854,2619
NOVA GRANADA,471,67,937664254,67,937664254,21689,14735
VINHEDO,472,67,927001286,67,927001286,80111,54417
UNIÃO PAULISTA,473,67,882037534,67,882037534,1865,1266
SÃO SEBASTIÃO DA GRAMA,474,67,875647668,67,875647668,12159,8253
COROADOS,475,67,874041442,67,874041442,6129,4160
ANGATUBA,476,67,859806115,67,859806115,25479,17290
SÃO SEBASTIÃO,477,67,826144717,67,826144717,90328,61266
MIGUELÓPOLIS,478,67,805859987,67,805859987,22355,15158
IPAUSSU,479,67,781538257,67,781538257,15069,10214
MOMBUCA,480,67,759407070,67,759407070,3508,2377
CRUZEIRO,481,67,736856766,67,736856766,82571,55931
MURUTINGA DO SUL,482,67,643142477,67,643142477,4506,3048
AURIFLAMA,483,67,626040779,67,626040779,15253,10315
LUPÉRCIO,484,67,602262837,67,602262837,4596,3107
BOM JESUS DOS PERDÕES,485,67,546661536,67,546661536,25985,17552
BOA ESPERANÇA DO SUL,486,67,425755760,67,425755760,15018,10126
CAPIVARI,487,67,418719736,67,418719736,56379,38010
IBATÉ,488,67,405277402,67,405277402,35472,23910
BREJO ALEGRE,489,67,358947733,67,358947733,2889,1946
CAÇAPAVA,490,67,349344335,67,349344335,95018,63994
PEDERNEIRAS,491,67,347328649,67,347328649,47111,31728
VARGEM,492,67,321361766,67,321361766,10692,7198
NANTES,493,67,285309846,67,285309846,3179,2139
JABORANDI,494,67,232939821,67,232939821,6946,4670
JAÚ,495,67,211171904,67,211171904,151881,102081
DOIS CÓRREGOS,496,67,188863042,67,188863042,27512,18485
SÃO MIGUEL ARCANJO,497,67,153505848,67,153505848,33002,22162
MOGI DAS CRUZES,498,67,135552425,67,135552425,450785,302637
PLATINA,499,67,132476244,67,132476244,3578,2402
TARABAI,500,67,068965517,67,068965517,7540,5057
MIRANTE DO PARANAPANEMA,501,67,035663649,67,035663649,18338,12293
CAJURU,502,66,968514379,66,968514379,26393,17675
IPUÃ,503,66,959768730,66,959768730,16604,11118
TAUBATÉ,504,66,950600003,66,950600003,317915,212846
ITUPEVA,505,66,896979925,66,896979925,62813,42020
PIRAPOZINHO,506,66,747135548,66,747135548,27754,18525
GUARUJÁ,507,66,706119287,66,706119287,322750,215294
PEREIRAS,508,66,693263422,66,693263422,8773,5851
ITARARÉ,509,66,660084515,66,660084515,50642,33758
GUAIMBÊ,510,66,637856525,66,637856525,5785,3855
PRATÂNIA,511,66,597705473,66,597705473,5317,3541
SUZANO,512,66,594578768,66,594578768,300559,200156
ESPÍRITO SANTO DO TURVO,513,66,523165232,66,523165232,4878,3245
POTIM,514,66,518105850,66,518105850,25130,16716
NOVA CASTILHO,515,66,510172144,66,510172144,1278,850
BARRA DO CHAPÉU,516,66,475694444,66,475694444,5760,3829
GUARACI,517,66,439266413,66,439266413,11287,7499
SÃO VICENTE,518,66,428309647,66,428309647,368355,244692
ARUJÁ,519,66,424959136,66,424959136,91157,60551
SETE BARRAS,520,66,416275430,66,416275430,12780,8488
BARIRI,521,66,384498566,66,384498566,35558,23605
MARIÁPOLIS,522,66,365191885,66,365191885,4091,2715
TABATINGA,523,66,336217255,66,336217255,16644,11041
GUAIÇARA,524,66,316902554,66,316902554,12294,8153
GUAREÍ,525,66,294276486,66,294276486,18887,12521
PRESIDENTE EPITÁCIO,526,66,115479060,66,115479060,44389,29348
ENGENHEIRO COELHO,527,66,050167067,66,050167067,21249,14035
SANTA ISABEL,528,66,040437498,66,040437498,57966,38281
GUARÁ,529,65,928289844,65,928289844,21308,14048
AGUAÍ,530,65,894455359,65,894455359,36648,24149
ELISIÁRIO,531,65,864214228,65,864214228,3697,2435
ANHEMBI,532,65,816102068,65,816102068,6819,4488
BOFETE,533,65,766294774,65,766294774,11921,7840
VISTA ALEGRE DO ALTO,534,65,713650017,65,713650017,8989,5907
CAIEIRAS,535,65,709559718,65,709559718,102775,67533
TABOÃO DA SERRA,536,65,708730061,65,708730061,293652,192955
PALESTINA,537,65,670959384,65,670959384,13123,8618
ITATINGA,538,65,613498399,65,613498399,20921,13727
MOTUCA,539,65,610010428,65,610010428,4795,3146
SÃO MANUEL,540,65,552124115,65,552124115,41123,26957
ORLÂNDIA,541,65,527502254,65,527502254,44360,29068
TAGUAÍ,542,65,490417934,65,490417934,14141,9261
SUZANÁPOLIS,543,65,445939213,65,445939213,4014,2627
PINDORAMA,544,65,439126394,65,439126394,17216,11266
NOVA CAMPINA,545,65,436105477,65,436105477,9860,6452
HERCULÂNDIA,546,65,415102211,65,415102211,9588,6272
FRANCISCO MORATO,547,65,349343872,65,349343872,177633,116082
SUMARÉ,548,65,312653951,65,312653951,286211,186932
RIBEIRÃO BONITO,549,65,290623355,65,290623355,13299,8683
PANORAMA,550,65,262892447,65,262892447,15862,10352
CAMPO LIMPO PAULISTA,551,65,215510691,65,215510691,85541,55786
RIO DAS PEDRAS,552,65,191113101,65,191113101,35738,23298
IGARAPAVA,553,65,061736460,65,061736460,30614,19918
GUARULHOS,554,65,054546264,65,054546264,1392121,905638
OURO VERDE,555,65,046403712,65,046403712,8620,5607
RINCÃO,556,65,029596744,65,029596744,10812,7031
JAMBEIRO,557,65,014143219,65,014143219,6717,4367
FLÓRIDA PAULISTA,558,64,983096687,64,983096687,14790,9611
BARRINHA,559,64,978902954,64,978902954,33180,21560
SANTÓPOLIS DO AGUAPEÍ,560,64,957442392,64,957442392,4817,3129
CARAGUATATUBA,561,64,940959081,64,940959081,123389,80130
GUATAPARÁ,562,64,859255416,64,859255416,7709,5000
ITIRAPUÃ,563,64,740944521,64,740944521,6543,4236
SANTA LÚCIA,564,64,705217981,64,705217981,8854,5729
IPORANGA,565,64,682067159,64,682067159,4199,2716
TERRA ROXA,566,64,670975946,64,670975946,9437,6103
RESTINGA,567,64,630811304,64,630811304,7679,4963
SANTA MARIA DA SERRA,568,64,496472097,64,496472097,6236,4022
GUZOLÂNDIA,569,64,462031279,64,462031279,5307,3421
ORINDIÚVA,570,64,414790103,64,414790103,7194,4634
SEVERÍNIA,571,64,350829511,64,350829511,17661,11365
IRAPUÃ,572,64,326540755,64,326540755,8048,5177
BIRITIBA MIRIM,573,64,294389118,64,294389118,32936,21176
ANALÂNDIA,574,64,240506329,64,240506329,5056,3248
CACHOEIRA PAULISTA,575,64,176171049,64,176171049,33581,21551
GUARIBA,576,64,134166523,64,134166523,40487,25966
EMBU DAS ARTES,577,64,109787188,64,109787188,276535,177286
VARGEM GRANDE PAULISTA,578,64,047654672,64,047654672,53468,34245
ARAÇARIGUAMA,579,64,020122485,64,020122485,22860,14635
BOM SUCESSO DE ITARARÉ,580,64,006024096,64,006024096,3984,2550
BENTO DE ABREU,581,63,960066556,63,960066556,3005,1922
PROMISSÃO,582,63,904673263,63,904673263,40828,26091
PONTALINDA,583,63,799743261,63,799743261,4674,2982
IBIRAREMA,584,63,792883561,63,792883561,7841,5002
AVANHANDAVA,585,63,770834837,63,770834837,13859,8838
PRACINHA,586,63,675213675,63,675213675,4212,2682
EMBU-GUAÇU,587,63,671478234,63,671478234,69901,44507
SÃO LOURENÇO DA SERRA,588,63,587432720,63,587432720,15978,10160
PEDRO DE TOLEDO,589,63,584624814,63,584624814,11421,7262
COTIA,590,63,432541560,63,432541560,253608,160870
ITAPURA,591,63,320541305,63,320541305,4951,3135
MAIRIPORÃ,592,63,209629477,63,209629477,101937,64434
LINDÓIA,593,63,198220465,63,198220465,8092,5114
SANTA CRUZ DAS PALMEIRAS,594,63,171834067,63,171834067,34737,21944
UBARANA,595,63,125,63,125,6400,4040
LUIZIÂNIA,596,63,108454313,63,108454313,5855,3695
IPEÚNA,597,63,106543515,63,106543515,7687,4851
ALTAIR,598,62,995699952,62,995699952,4186,2637
ESTIVA GERBI,599,62,987639169,62,987639169,11407,7185
AREIÓPOLIS,600,62,986198243,62,986198243,11158,7028
ARIRANHA,601,62,964860158,62,964860158,9761,6146
VÁRZEA PAULISTA,602,62,854774886,62,854774886,123071,77356
NOVA EUROPA,603,62,844561867,62,844561867,11355,7136
IPERÓ,604,62,748920030,62,748920030,37964,23822
CANAS,605,62,740199846,62,740199846,5204,3265
TAQUARIVAÍ,606,62,713584842,62,713584842,5911,3707
PLANALTO,607,62,688536953,62,688536953,5304,3325
BARBOSA,608,62,653990359,62,653990359,7468,4679
MORRO AGUDO,609,62,506008171,62,506008171,33288,20807
SANTA GERTRUDES,610,62,393630620,62,393630620,27381,17084
AMÉRICO BRASILIENSE,611,62,317215832,62,317215832,41032,25570
VOTORANTIM,612,62,052281976,62,052281976,123599,76696
SANDOVALINA,613,61,920073496,61,920073496,4354,2696
SÃO ROQUE,614,61,785791875,61,785791875,92060,56880
ITAPEVI,615,61,718286362,61,718286362,240961,148717
CLEMENTINA,616,61,699212059,61,699212059,8757,5403
MAUÁ,617,61,575493349,61,575493349,477552,294055
PRADÓPOLIS,618,61,537054816,61,537054816,21873,13460
PITANGUEIRAS,619,61,516966068,61,516966068,40080,24656
JACUPIRANGA,620,61,479121248,61,479121248,17889,10998
POÁ,621,61,435246601,61,435246601,118349,72708
ALUMÍNIO,622,61,373687856,61,373687856,18767,11518
EUCLIDES DA CUNHA PAULISTA,623,60,997319035,60,997319035,9325,5688
LUÍS ANTÔNIO,624,60,672246926,60,672246926,15292,9278
CUBATÃO,625,60,551106924,60,551106924,131626,79701
LAVRINHAS,626,60,361099713,60,361099713,7311,4413
JANDIRA,627,60,304219823,60,304219823,126356,76198
ITAPECERICA DA SERRA,628,59,762357735,59,762357735,177662,106175
JUQUITIBA,629,59,546230171,59,546230171,31646,18844
FERRAZ DE VASCONCELOS,630,59,440203562,59,440203562,196500,116800
SÃO JOSÉ DA BELA VISTA,631,59,296875,59,296875,8960,5313
ELDORADO,632,59,167524447,59,167524447,15544,9197
IBIÚNA,633,59,053334843,59,053334843,79479,46935
ITAQUAQUECETUBA,634,58,470284872,58,470284872,375011,219270
PIRAJUÍ,635,58,066021229,58,066021229,25719,14934
PONTAL,636,57,677180839,57,677180839,50852,29330
ITARIRI,637,57,347425844,57,347425844,17598,10092
COSMÓPOLIS,638,56,621389879,56,621389879,73474,41602
SOROCABA,639,55,534314774,55,534314774,687357,381719
NOVA LUZITÂNIA,640,55,432692308,55,432692308,4160,2306
GASTÃO VIDIGAL,641,55,020576132,55,020576132,4860,2674
NOVAIS,642,54,398654331,54,398654331,5945,3234
QUELUZ,643,54,042334264,54,042334264,13606,7353
PALMARES PAULISTA,644,52,587868901,52,587868901,13486,7092
RIO GRANDE DA SERRA,645,46,286647484,46,286647484,51436,23808
